dex,name,generation,types,abilities,hp,attack,defense,sp_atk,sp_def,speed,base_total,is_legendary,height,weight,base_experience
859,impidimp,8,"dark, fairy",prankster; frisk; pickpocket,45,45,30,55,40,50,265,False,4,55,53
860,morgrem,8,"dark, fairy",prankster; frisk; pickpocket,65,60,45,75,55,70,370,False,8,125,130
861,grimmsnarl,8,"dark, fairy",prankster; frisk; pickpocket,95,120,65,95,75,60,510,False,15,610,255
862,obstagoon,8,"dark, normal",reckless; guts; defiant,93,90,101,60,81,95,520,False,16,460,260
863,perrserker,8,steel,battle-armor; tough-claws; steely-spirit,70,110,100,50,60,50,440,False,8,280,154
864,cursola,8,ghost,weak-armor; perish-body,60,95,50,145,130,30,510,False,10,4,179
865,sirfetchd,8,fighting,steadfast; scrappy,62,135,95,68,82,65,507,False,8,1170,177
866,mr-rime,8,"ice, psychic",tangled-feet; screen-cleaner; ice-body,80,85,75,110,100,70,520,False,15,582,182
867,runerigus,8,"ground, ghost",wandering-spirit,58,95,145,50,105,30,483,False,16,666,169
868,milcery,8,fairy,sweet-veil; aroma-veil,45,40,40,50,61,34,270,False,2,3,54
869,alcremie,8,fairy,sweet-veil; aroma-veil,65,60,75,110,121,64,495,False,3,5,173
870,falinks,8,fighting,battle-armor; defiant,65,100,100,70,60,75,470,False,30,620,165
871,pincurchin,8,electric,lightning-rod; electric-surge,48,101,95,91,85,15,435,False,3,10,152
872,snom,8,"ice, bug",shield-dust; ice-scales,30,25,35,45,30,20,185,False,3,38,37
873,frosmoth,8,"ice, bug",shield-dust; ice-scales,70,65,60,125,90,65,475,False,13,420,166
874,stonjourner,8,rock,power-spot,100,125,135,20,20,70,470,False,25,5200,165
875,eiscue-ice,8,ice,ice-face,75,80,110,65,90,50,470,False,14,890,165
876,indeedee-male,8,"psychic, normal",inner-focus; synchronize; psychic-surge,60,65,55,105,95,95,475,False,9,280,166
877,morpeko-full-belly,8,"electric, dark",hunger-switch,58,95,58,70,58,97,436,False,3,30,153
878,cufant,8,steel,sheer-force; heavy-metal,72,80,49,40,49,40,330,False,12,1000,66
879,copperajah,8,steel,sheer-force; heavy-metal,122,130,69,80,69,30,500,False,30,6500,175
880,dracozolt,8,"electric, dragon",volt-absorb; hustle; sand-rush,90,100,90,80,70,75,505,False,18,1900,177
881,arctozolt,8,"electric, ice",volt-absorb; static; slush-rush,90,100,90,90,80,55,505,False,23,1500,177
882,dracovish,8,"water, dragon",water-absorb; strong-jaw; sand-rush,90,90,100,70,80,75,505,False,23,2150,177
883,arctovish,8,"water, ice",water-absorb; ice-body; slush-rush,90,90,100,80,90,55,505,False,20,1750,177
884,duraludon,8,"steel, dragon",light-metal; heavy-metal; stalwart,70,95,115,120,50,85,535,False,18,400,187
885,dreepy,8,"dragon, ghost",clear-body; infiltrator; cursed-body,28,60,30,40,30,82,270,False,5,20,54
886,drakloak,8,"dragon, ghost",clear-body; infiltrator; cursed-body,68,80,50,60,50,102,410,False,14,110,144
887,dragapult,8,"dragon, ghost",clear-body; infiltrator; cursed-body,88,120,75,100,75,142,600,False,30,500,300
888,zacian,8,fairy,intrepid-sword,92,120,115,80,115,138,660,True,28,1100,335
889,zamazenta,8,fighting,dauntless-shield,92,120,115,80,115,138,660,True,29,2100,335
890,eternatus,8,"poison, dragon",pressure,140,85,95,145,95,130,690,True,200,9500,345
891,kubfu,8,fighting,inner-focus,60,90,60,53,50,72,385,True,6,120,77
892,urshifu-single-strike,8,"fighting, dark",unseen-fist,100,130,100,63,60,97,550,True,19,1050,275
893,zarude,8,"dark, grass",leaf-guard,105,120,105,70,95,105,600,False,18,700,300
894,regieleki,8,electric,transistor,80,100,50,100,50,200,580,True,12,1450,290
895,regidrago,8,dragon,dragons-maw,200,100,50,100,50,80,580,True,21,2000,290
896,glastrier,8,ice,chilling-neigh,100,145,130,65,110,30,580,False,22,8000,290
897,spectrier,8,ghost,grim-neigh,100,65,60,145,80,130,580,False,20,445,290
898,calyrex,8,"psychic, grass",unnerve,100,80,80,80,80,80,500,True,11,77,250
899,wyrdeer,8,"normal, psychic",intimidate; frisk; sap-sipper,103,105,72,105,75,65,525,True,18,951,263
900,kleavor,8,"bug, rock",swarm; sheer-force; sharpness,70,135,95,45,70,85,500,True,18,890,175
901,ursaluna,8,"ground, normal",guts; bulletproof; unnerve,130,140,105,45,80,50,550,False,24,2900,275
902,basculegion-male,8,"water, ghost",swift-swim; adaptability; mold-breaker,120,112,65,80,75,78,530,False,30,1100,265
903,sneasler,8,"fighting, poison",pressure; unburden; poison-touch,80,130,60,40,80,120,510,False,13,430,102
904,overqwil,8,"dark, poison",poison-point; swift-swim; intimidate,85,115,95,65,65,85,510,False,25,605,179
905,enamorus-incarnate,8,"fairy, flying",cute-charm; contrary,74,115,70,135,80,106,580,True,16,480,116
906,sprigatito,9,grass,overgrow; protean,40,61,54,45,45,65,310,False,4,41,62
907,floragato,9,grass,overgrow; protean,61,80,63,60,63,83,410,False,9,122,144
908,meowscarada,9,"grass, dark",overgrow; protean,76,110,70,81,70,123,530,False,15,312,265
909,fuecoco,9,fire,blaze; unaware,67,45,59,63,40,36,310,False,4,98,62
910,crocalor,9,fire,blaze; unaware,81,55,78,90,58,49,411,False,10,307,144
911,skeledirge,9,"fire, ghost",blaze; unaware,104,75,100,110,75,66,530,False,16,3265,265
912,quaxly,9,water,torrent; moxie,55,65,45,50,45,50,310,False,5,61,62
913,quaxwell,9,water,torrent; moxie,70,85,65,65,60,65,410,False,12,215,144
914,quaquaval,9,"water, fighting",torrent; moxie,85,120,80,85,75,85,530,False,18,619,265
915,lechonk,9,normal,aroma-veil; gluttony; thick-fat,54,45,40,35,45,35,254,False,5,102,51
916,oinkologne-male,9,normal,lingering-aroma; gluttony; thick-fat,110,100,75,59,80,65,489,False,10,1200,171
917,tarountula,9,bug,insomnia; stakeout,35,41,45,29,40,20,210,False,3,40,42
918,spidops,9,bug,insomnia; stakeout,60,79,92,52,86,35,404,False,10,165,141
919,nymble,9,bug,swarm; tinted-lens,33,46,40,21,25,45,210,False,2,10,42
920,lokix,9,"bug, dark",swarm; tinted-lens,71,102,78,52,55,92,450,False,10,175,158
921,pawmi,9,electric,static; natural-cure; iron-fist,45,50,20,40,25,60,240,False,3,25,48
922,pawmo,9,"electric, fighting",volt-absorb; natural-cure; iron-fist,60,75,40,50,40,85,350,False,4,65,123
923,pawmot,9,"electric, fighting",volt-absorb; natural-cure; iron-fist,70,115,70,70,60,105,490,False,9,410,245
924,tandemaus,9,normal,run-away; pickup; own-tempo,50,50,45,40,45,75,305,False,3,18,61
925,maushold-family-of-four,9,normal,friend-guard; cheek-pouch; technician,74,75,70,65,75,111,470,False,3,23,165
926,fidough,9,fairy,own-tempo; klutz,37,55,70,30,55,65,312,False,3,109,62
927,dachsbun,9,fairy,well-baked-body; aroma-veil,57,80,115,50,80,95,477,False,5,149,167
928,smoliv,9,"grass, normal",early-bird; harvest,41,35,45,58,51,30,260,False,3,65,52
929,dolliv,9,"grass, normal",early-bird; harvest,52,53,60,78,78,33,354,False,6,119,124
930,arboliva,9,"grass, normal",seed-sower; harvest,78,69,90,125,109,39,510,False,14,482,255
931,squawkabilly-green-plumage,9,"normal, flying",intimidate; hustle; guts,82,96,51,45,51,92,417,False,6,24,146
932,nacli,9,rock,purifying-salt; sturdy; clear-body,55,55,75,35,35,25,280,False,4,160,56
933,naclstack,9,rock,purifying-salt; sturdy; clear-body,60,60,100,35,65,35,355,False,6,1050,124
934,garganacl,9,rock,purifying-salt; sturdy; clear-body,100,100,130,45,90,35,500,False,23,2400,250
935,charcadet,9,fire,flash-fire; flame-body,40,50,40,50,40,35,255,False,6,105,51
936,armarouge,9,"fire, psychic",flash-fire; weak-armor,85,60,100,125,80,75,525,False,15,850,263
937,ceruledge,9,"fire, ghost",flash-fire; weak-armor,75,125,80,60,100,85,525,False,16,620,263
938,tadbulb,9,electric,own-tempo; static; damp,61,31,41,59,35,45,272,False,3,4,54
939,bellibolt,9,electric,electromorphosis; static; damp,109,64,91,103,83,45,495,False,12,1130,173
940,wattrel,9,"electric, flying",wind-power; volt-absorb; competitive,40,40,35,55,40,70,280,False,4,36,56
941,kilowattrel,9,"electric, flying",wind-power; volt-absorb; competitive,70,70,60,105,60,125,490,False,14,386,172
942,maschiff,9,dark,intimidate; run-away; stakeout,60,78,60,40,51,51,340,False,5,160,68
943,mabosstiff,9,dark,intimidate; guard-dog; stakeout,80,120,90,60,70,85,505,False,11,610,177
944,shroodle,9,"poison, normal",unburden; pickpocket; prankster,40,65,35,40,35,75,290,False,2,7,58
945,grafaiai,9,"poison, normal",unburden; poison-touch; prankster,63,95,65,80,72,110,485,False,7,272,170
946,bramblin,9,"grass, ghost",wind-rider; infiltrator,40,65,30,45,35,60,275,False,6,6,55
947,brambleghast,9,"grass, ghost",wind-rider; infiltrator,55,115,70,80,70,90,480,False,12,60,168
948,toedscool,9,"ground, grass",mycelium-might; mycelium-might,40,40,35,50,100,70,335,False,9,330,67
949,toedscruel,9,"ground, grass",mycelium-might; mycelium-might,80,70,65,80,120,100,515,False,19,580,180
950,klawf,9,rock,anger-shell; shell-armor; regenerator,70,100,115,35,55,75,450,False,13,790,158
951,capsakid,9,grass,chlorophyll; insomnia; klutz,50,62,40,62,40,50,304,False,3,30,61
952,scovillain,9,"grass, fire",chlorophyll; insomnia; moody,65,108,65,108,65,75,486,False,9,150,170
953,rellor,9,bug,compound-eyes; shed-skin,41,50,60,31,58,30,270,False,2,10,54
954,rabsca,9,"bug, psychic",synchronize; telepathy,75,50,85,115,100,45,470,False,3,35,165
955,flittle,9,psychic,anticipation; frisk; speed-boost,30,35,30,55,30,75,255,False,2,15,51
956,espathra,9,psychic,opportunist; frisk; speed-boost,95,60,60,101,60,105,481,False,19,900,168
957,tinkatink,9,"fairy, steel",mold-breaker; own-tempo; pickpocket,50,45,45,35,64,58,297,False,4,89,59
958,tinkatuff,9,"fairy, steel",mold-breaker; own-tempo; pickpocket,65,55,55,45,82,78,380,False,7,591,133
959,tinkaton,9,"fairy, steel",mold-breaker; own-tempo; pickpocket,85,75,77,70,105,94,506,False,7,1128,253
960,wiglett,9,water,gooey; rattled; sand-veil,10,55,25,35,25,95,245,False,12,18,49
961,wugtrio,9,water,gooey; rattled; sand-veil,35,100,50,50,70,120,425,False,12,54,149
962,bombirdier,9,"flying, dark",big-pecks; keen-eye; rocky-payload,70,103,85,60,85,82,485,False,15,429,243
963,finizen,9,water,water-veil; water-veil,70,45,40,45,40,75,315,False,13,602,63
964,palafin-zero,9,water,zero-to-hero; zero-to-hero,100,70,72,53,62,100,457,False,13,602,160
965,varoom,9,"steel, poison",overcoat; slow-start,45,70,63,30,45,47,300,False,10,350,60
966,revavroom,9,"steel, poison",overcoat; filter,80,119,90,54,67,90,500,False,18,1200,175
967,cyclizar,9,"dragon, normal",shed-skin; regenerator,70,95,65,85,65,121,501,False,16,630,175
968,orthworm,9,steel,earth-eater; sand-veil,70,85,145,60,55,65,480,False,25,3100,240
969,glimmet,9,"rock, poison",toxic-debris; corrosion,48,35,42,105,60,60,350,False,7,80,70
970,glimmora,9,"rock, poison",toxic-debris; corrosion,83,55,90,130,81,86,525,False,15,450,184
971,greavard,9,ghost,pickup; fluffy,50,61,60,30,55,34,290,False,6,350,58
972,houndstone,9,ghost,sand-rush; fluffy,72,101,100,50,97,68,488,False,20,150,171
973,flamigo,9,"flying, fighting",scrappy; tangled-feet; costar,82,115,74,75,64,90,500,False,16,370,175
974,cetoddle,9,ice,thick-fat; snow-cloak; sheer-force,108,68,45,30,40,43,334,False,12,450,67
975,cetitan,9,ice,thick-fat; slush-rush; sheer-force,170,113,65,45,55,73,521,False,45,7000,182
976,veluza,9,"water, psychic",mold-breaker; sharpness,90,102,73,78,65,70,478,False,25,900,167
977,dondozo,9,water,unaware; oblivious; water-veil,150,100,115,65,65,35,530,False,120,2200,265
978,tatsugiri-curly,9,"dragon, water",commander; storm-drain,68,50,60,120,95,82,475,False,3,80,166
979,annihilape,9,"fighting, ghost",vital-spirit; inner-focus; defiant,110,115,80,50,90,90,535,False,12,560,268
980,clodsire,9,"poison, ground",poison-point; water-absorb; unaware,130,75,60,45,100,20,430,False,18,2230,151
981,farigiraf,9,"normal, psychic",cud-chew; armor-tail; sap-sipper,120,90,70,110,70,60,520,True,32,1600,260
982,dudunsparce-two-segment,9,normal,serene-grace; run-away; rattled,125,100,80,85,75,55,520,True,36,392,182
983,kingambit,9,"dark, steel",defiant; supreme-overlord; pressure,100,135,120,60,85,50,550,False,20,1200,275
984,great-tusk,9,"ground, fighting",protosynthesis,115,131,131,53,53,87,570,True,22,3200,285
985,scream-tail,9,"fairy, psychic",protosynthesis,115,65,99,65,115,111,570,True,12,80,285
986,brute-bonnet,9,"grass, dark",protosynthesis,111,127,99,79,99,55,570,True,12,210,285
987,flutter-mane,9,"ghost, fairy",protosynthesis,55,55,55,135,135,135,570,True,14,40,285
988,slither-wing,9,"bug, fighting",protosynthesis,85,135,79,85,105,81,570,False,32,920,285
989,sandy-shocks,9,"electric, ground",protosynthesis,85,81,97,121,85,101,570,False,23,600,285
990,iron-treads,9,"ground, steel",quark-drive,90,112,120,72,70,106,570,False,9,2400,285
991,iron-bundle,9,"ice, water",quark-drive,56,80,114,124,60,136,570,False,6,110,285
992,iron-hands,9,"fighting, electric",quark-drive,154,140,108,50,68,50,570,False,18,3807,285
993,iron-jugulis,9,"dark, flying",quark-drive,94,80,86,122,80,108,570,False,13,1110,285
994,iron-moth,9,"fire, poison",quark-drive,80,70,60,140,110,110,570,False,12,360,285
995,iron-thorns,9,"rock, electric",quark-drive,100,134,110,70,84,72,570,False,16,3030,285
996,frigibax,9,"dragon, ice",thermal-exchange; ice-body,65,75,45,35,45,55,320,False,5,170,64
997,arctibax,9,"dragon, ice",thermal-exchange; ice-body,90,95,66,45,65,62,423,False,8,300,148
998,baxcalibur,9,"dragon, ice",thermal-exchange; ice-body,115,145,92,75,86,87,600,False,21,2100,300
999,gimmighoul,9,ghost,rattled,45,30,70,75,70,10,300,False,3,50,60
1000,gholdengo,9,"steel, ghost",good-as-gold,87,60,95,133,91,84,550,True,12,300,275
1001,wo-chien,9,"dark, grass",tablets-of-ruin,85,85,100,95,135,70,570,True,15,742,285
1002,chien-pao,9,"dark, ice",sword-of-ruin,80,120,80,90,65,135,570,True,19,1522,285
1003,ting-lu,9,"dark, ground",vessel-of-ruin,155,110,125,55,80,45,570,True,27,6997,285
1004,chi-yu,9,"dark, fire",beads-of-ruin,55,80,80,135,120,100,570,True,4,49,285
1005,roaring-moon,9,"dragon, dark",protosynthesis,105,139,71,55,101,119,590,False,20,3800,295
1006,iron-valiant,9,"fairy, fighting",quark-drive,74,130,90,120,60,116,590,False,14,350,295
1007,koraidon,9,"fighting, dragon",orichalcum-pulse,100,135,115,85,100,135,670,False,25,3030,335
1008,miraidon,9,"electric, dragon",hadron-engine,100,85,100,135,115,135,670,False,35,2400,335
1009,walking-wake,9,"water, dragon",protosynthesis,99,83,91,125,83,109,590,False,35,2800,295
1010,iron-leaves,9,"grass, psychic",quark-drive,90,130,88,70,108,104,590,False,15,1250,295
1011,dipplin,9,"grass, dragon",supersweet-syrup; gluttony; sticky-hold,80,80,110,95,80,40,485,False,4,97,170
1012,poltchageist,9,"grass, ghost",hospitality; heatproof,40,45,45,74,54,50,308,False,1,11,62
1013,sinistcha,9,"grass, ghost",hospitality; heatproof,71,60,106,121,80,70,508,False,2,22,178
1014,okidogi,9,"poison, fighting",toxic-chain; guard-dog,88,128,115,58,86,80,555,False,18,922,278
1015,munkidori,9,"poison, psychic",toxic-chain; frisk,88,75,66,130,90,106,555,False,10,122,278
1016,fezandipiti,9,"poison, fairy",toxic-chain; technician,88,91,82,70,125,99,555,False,14,301,278
1017,ogerpon,9,grass,defiant,80,120,84,60,96,110,550,False,12,398,275
1018,archaludon,9,"steel, dragon",stamina; sturdy; stalwart,90,105,130,125,65,85,600,False,20,600,300
1019,hydrapple,9,"grass, dragon",supersweet-syrup; regenerator; sticky-hold,106,80,110,120,80,44,540,False,18,930,270
1020,gouging-fire,9,"fire, dragon",protosynthesis,105,115,121,65,93,91,590,False,35,5900,295
1021,raging-bolt,9,"electric, dragon",protosynthesis,125,73,91,137,89,75,590,False,52,4800,295
1022,iron-boulder,9,"rock, psychic",quark-drive,90,120,80,68,108,124,590,False,15,1625,295
1023,iron-crown,9,"steel, psychic",quark-drive,90,72,100,122,108,98,590,False,16,1560,295
1024,terapagos,9,normal,tera-shift,90,65,85,65,85,60,450,False,2,65,90
1025,pecharunt,9,"poison, ghost",poison-puppeteer,88,88,160,88,88,88,600,False,3,3,300
